YEAR_MONTH,PRACTICE_NAME
202207,FRANCES STREET MEDICAL CENTRE
202207,STREATHAM COMMON GROUP PRACTICE
202207,BROMLEY COMMON PRACTICE
202207,WANDSWORTH COMMUNITY WARDS
202207,LINDLEY HOUSE HEALTH CENTRE
202207,SIMPSON MEDICAL PRACTICE
202207,AL-SHIFA MEDICAL CENTRE
202207,DR SANOMI
202207,THE BROADWAY SURGERY
202207,THE LYNDHURST SURGERY
202207,HAMPSTEAD GROUP PRACTICE
202207,THE PULTENEY PRACTICE
202207,LUTON URGENT TREATMENT CENTRE
202207,NEWQUAY HEALTH CENTRE
202207,CLAY LANE MEDICAL PRACTICE
202207,CHAWTON HOUSE SURGERY
202207,BROOK LANE SURGERY
202207,NMP SOUTHERN HEALTH (FAREHAM & GOSPORT)
202207,ST FILLAN'S MEDICAL CTRE
202207,CAMBRIDGE MEDICAL GROUP
202207,FERRYHILL AND CHILTON MEDICAL PRACTICE
202207,GRANGE FARM MEDICAL CENTRE
202207,THE WESTGATE PRACTICE
202207,HAUGHTON THORNLEY MEDICAL CENTRES
202207,LINCOLN HOUSE SURGERY
202207,CGL CROYDON SMS
202207,WIRRAL COMMUNITY NMP
202207,COMMUNITY NURSE SERVICE
202207,OPTHALMOLOGY OUTPATIENT DEPARTMENT
202207,IDE LANE SURGERY
202207,RAGSTONE ROAD SURGERY
202207,THE WOODLAND MEDICAL PRACTICE
202207,ALEXANDRA MEDICAL CENTRE
202207,ST PAUL'S PARTNERSHIP - LYNG MEDICAL
202207,OLD KENT ROAD SURGERY
202207,GILLMANS ROAD SURGERY
202207,KESTON MEDICAL PRACTICE
202207,TEDDINGTON WALK IN CENTRE
202207,TONGE FOLD HEALTH CENTRE
202207,TATTENHAM HEALTH CENTRE
202207,WENSUM VALLEY MEDICAL PRACTICE
202207,WOODGRANGE MEDICAL PRACTICE
202207,WATLING MEDICAL CENTRE
202207,RUTLAND HOUSE SURGERY
202207,KINGS LANE MEDICAL PRACTICE
202207,ROYSIA SURGERY
202207,WIGHT PRIMARY PARTNERSHIPS LTD
202207,SOUTH OXHEY SURGERY
202207,FAIRMORE MEDICAL PRACTICE
202207,THE EUXTON MEDICAL CENTRE
202207,CAMPUS VIEW MEDICAL CENTRE
202207,FORUM FAMILY PRACTICE
202207,THE WEARDALE PRACTICE
202207,HICKINGS LANE MEDICAL CTR
202207,MEIR PARK & WESTON COYNEY MEDICAL PRACT
202207,RAVENSWOOD MEDICAL PRACTICE
202207,DERBY ROAD PRACTICE
202207,FEARNHEAD CROSS MED.CTR.
202207,MONKSEATON MEDICAL CENTRE
202207,WELLS CITY PRACTICE
202207,DR NABI
202207,HAWTHORNS MEDICAL CENTRE
202207,CLAREMONT MEDICAL CENTRE
202207,JAMES O'RIORDAN MEDICAL CENTRE
202207,CHARLOTTE STREET SURGERY
202207,MOCHA PARADE MEDICAL PRACTICE
202207,"DR CHIU, KOH AND GAN"
202207,GLENLYN MEDICAL CENTRE
202207,THE PRACTICE COLLEGE ROAD
202207,EASTWICK PARK MED.PRACT.
202207,WATTON MEDICAL PRACTICE
202207,PELC EUCC OOH
202207,SANGAM PRACTICE
202207,BRAILSFORD & HULLAND MEDICAL PRACTICE
202207,NEWPORT MEDICAL GROUP
202207,GP ACCESS SERVICE
202207,KNUTSFORD MEDICAL PARTNERSHIP
202207,NARROWCLIFF SURGERY
202207,ROTHER HOUSE MEDICAL CENTRE
202207,WARWICK GATES FAM.HTH.CTR
202207,ARGYLL HOUSE
202207,SHEEPCOT MEDICAL CENTRE
202207,NORTH BEVERLEY MEDICAL CENTRE
202207,SEDBERGH MEDICAL PRACTICE
202207,ROSSENDALE VALLEY MEDICAL PRACTICE
202207,DIABETES SPECIALIST NURSE SERVICE
202207,WIGTON GROUP MEDICAL PRACTICE
202207,NORTHUMBERLAND HEALTH
202207,SEDGEFIELD PRIMARY CARE SERVICES
202207,DERWENTSIDE GP EXTENDED ACCESS SERVICE
202207,EASTWOOD PRIMARY CARE CENTRE
202207,HORSEFAIR PRACTICE
202207,DINNINGTON GROUP PRACTICE
202207,ST JOHNS MEDICAL CENTRE
202207,NORTH DEVON TRUST NMPS
202207,NORTHUMBERLAND SEXUAL HEALTH SERVICE
202207,STOKE COMMUNITY
202207,CRANLEIGH GARDENS MEDICAL CENTRE
202207,BINFIELD SURGERY
202207,SHEET STREET SURGERY
202207,REDWOOD HOUSE SURGERY
202207,PRICES MILL SURGERY
202207,THE LEGER CLINIC
202207,EVEREST HEALTH PARTNERSHIP
202207,SMA MEDICAL PRACTICE
202207,THE CEDAR PRACTICE
202207,STRATFORD VILLAGE SURGERY
202207,THE STROUDLEY WLK HTH CTR
202207,COLVILLE HEALTH CENTRE
202207,QUEENS WALK MEDICAL CENTRE
202207,PICTON GREEN
202207,FULWOOD GREEN MEDICAL CTR
202207,TILEHURST SURGERY PARTNERSHIP
202207,BRIDGE HOUSE MEDICAL CENTRE
202207,NMP SOUTHERN HEALTH (SOUTH EAST HANTS)
202207,BURNLEY LOCALITY NMPS
202207,FARMBOROUGH COURT
202207,COMPTON HOSPICE
202207,STOCKTON HEATH MED.CENTRE
202207,LISTER LANE SURGERY
202207,DERRY COURT MEDICAL PRACTICE
202207,BLACKFORD HOUSE MEDICAL CENTRE
202207,TRENTHAM MEDICAL CENTRE
202207,THE COMMUNITY PRACTICE
202207,WEST TOWN SURGERY
202207,BRAMBLEHAIES SURGERY
202207,BEAUFORT ROAD SURGERY
202207,GLASTONBURY SURGERY
202207,DR A AZAM & PARTNERS
202207,NEWBRIDGE SURGERY
202207,PRESTBURY PARK MEDICAL
202207,ALBION PLACE MEDICAL PRACTICE
202207,GREAT OAKLEY MEDICAL CENTRE
202207,MAWBEY GROUP PRACTICE
202207,EDITH CAVELL PRACTICE
202207,LEWISHAM DAT
202207,THE DURU PRACTICE
202207,WALKDEN GATEWAY MEDICAL PRACTICE
202207,LITTLE WALTHAM & GT NOTLEY SURGERY
202207,ATHENA MEDICAL CENTRE
202207,HARROW CCG COMMUNITY NURSES CLCH (NMP)
202207,CASTLE STREET MEDICAL CENTRE
202207,ADLER JS-THE SURGERY
202207,SUTTON ROAD SURGERY
202207,WEST VIEW SURGERY
202207,ST MELOR HOUSE SURGERY
202207,STREAMSIDE SURGERY
202207,GEORGE CLARE SURGERY
202207,STANMORE HOUSE SURGERY
202207,MALVERN HEALTH CENTRE
202207,OMBERSLEY MEDICAL CENTRE
202207,THE RED HOUSE GROUP
202207,ABRIDGE SURGERY
202207,BROOK SQUARE SURGERY
202207,EXCEL PRIMARY CARE
202207,C.A.M.H.S.
202207,HAPPY HOUSE SURGERY
202207,BISHOPGATE MEDICAL CENTRE
202207,SOUTHWELL MEDICAL CENTRE
202207,SUFFOLK RECOVERY SERVICE - IPSWICH
202207,POCKLINGTON GROUP PRACTICE
202207,EAST KENT DRUG AND ALCOHOL SERVICE
202207,CSRPRESTON COMMUNITY DERMATOLOGY SERVICE
202207,EARLY INTERVENTION TEAM - COVENTRY
202207,DERMATOLOGY-MERTON CCG
202207,HEART FAILURE CNS 1
202207,COMMUNITY RESPONCE TEAM
202207,TVN MALTON
202207,SOUTH MOLTON MEDICAL CENTRE
202207,BRACKNELL URGENT CARE CENTRE WIC
202207,DR N DUMPHY & PARTNERS
202207,GIBSON LANE PRACTICE
202207,BEECHDALE CENTRE
202207,HUCCLECOTE SURGERY
202207,MARDEN MEDICAL CENTRE
202207,SELBORNE ROAD MEDICAL CENTRE
202207,SKELMANTHORPE FAMILY DOCTORS
202207,THE SOUTH LAMBETH RD PRACTICE
202207,WATERLOO HEALTH CENTRE
202207,EDGWORTH MEDICAL CENTRE
202207,PRINCESS ROAD SURGERY
202207,BECCLES MEDICAL CENTRE
202207,DEWEY PRACTICE (DR CHRISTOPHER)
202207,KINGS COLLEGE HEALTH CENTRE
202207,MACKLIN STREET SURGERY
202207,DR WEBB AND PARTNERS
202207,GROVE RD SURGERY
202207,HOUGHTON CLOSE SURGERY
202207,MILTON KEYNES VILLAGE SURG
202207,CAMBS GP HUBS
202207,BREDON AVENUE SURGERY
202207,AYLMER LODGE COOKLEY PARTNERSHIP
202207,EAST PARADE SURGERY
202207,OSWALD MEDICAL CENTRE
202207,THE NEW HALL LANE PRACTICE
202207,DR R KAPUR & PARTNERS
202207,VALENS MEDICAL PARTNERSHIP
202207,WESTERHOPE MEDICAL GROUP
202207,RADFORD MEDICAL PRACTICE (KAUR)
202207,DR MANICKAM & PARTNER
202207,CREFFIELD MEDICAL GROUP
202207,WAKERING MEDICAL CTR.
202207,ROTHERHAM COMMUNITY ELDERLY MEDICINE
202207,EAST ALLIANCE NMPS (STOW LODGE CENTRE)
202207,PRIMARY CARE DRUGS SERVICE
202207,PALLIATIVE CARE NORTH
202207,LYNFIELD MOUNT HOSPITAL - FIRST RESPONSE
202207,CHARTER MEDICAL CENTRE
202207,FRIARWOOD SURGERY
202207,CONWAY MEDICAL CENTRE
202207,NEW ROAD MEDICAL CENTRE
202207,DASHWOOD MEDICAL CENTRE
202207,KINGSNORTH MEDICAL PRACTICE
202207,THE KAKOTY PRACTICE
202207,SOUTHWARK DIABETES COMMUNITY TEAM
202207,MITCHAM FAMILY PRACTICE
202207,SILVERDALE MEDICAL PRACTICE
202207,JUBILEE STREET PRACTICE
202207,CUSTOM HOUSE SURGERY
202207,THE GOOD PRACTICE
202207,ELTHORNE PARK SURGERY
202207,THE CORFTON ROAD SURGERY
202207,BARNSBURY MEDICAL PRACTICE
202207,PHGH DOCTORS
202207,MILDMAY MEDICAL PRACTICE
202207,MEREPARK MEDICAL CENTRE
202207,THE TOWN CENTRE PRACTICE
202207,SANDY HEALTH CENTRE
202207,WESTBURY ON TRYM PRIMARY CARE CENTRE
202207,BANBURY ROAD MEDICAL CENTRE
202207,SWAVESEY SURGERY
202207,MEDICAL CENTRE CAMELFORD (DR GARROD)
202207,KIRKHAM HEALTH CENTRE
202207,BROWNEY HOUSE SURGERY
202207,WASHWAY ROAD MEDICAL CENTRE
202207,LONGFIELD MEDICAL PRACTICE
202207,SWALLOWNEST HEALTH CENTRE
202207,SCARBOROUGH & RYEDALE COMMUNITY SERVICE
202207,OAKLANDS HOSPITAL
202207,NEURODEVELOPMENT SERVICE HAMPSHIRE
202207,NEAS SOUTH TEES CCG
202207,HILL BARTON SURGERY
202207,OKEHAMPTON MEDICAL CENTRE
202207,CRAVEN ROAD MEDICAL PRACTICE
202207,DYNELEY HOUSE SURGERY
202207,WINCOBANK MEDICAL CENTRE
202207,CLECKHEATON GROUP PRACTICE
202207,BRUNSWICK PARK FAMILY PRACTICE
202207,BEGG PRACTICE
202207,GRAND DRIVE SURGERY
202207,SUTTON COMMUNITY SERVICES
202207,DR H LLOYD'S PRACTICE
202207,DICKENSON ROAD MEDICAL CENTRE
202207,BROCKWOOD MEDICAL PRACTICE
202207,NELSON MEDICAL CENTRE
202207,RICHMOND ROAD MEDICAL CENTRE
202207,DR MOHAMMED GREEN MAN MEDICAL CENTRE
202207,THE DOCTORS HOUSE
202207,THE MISSION PRACTICE
202207,SHIRLAND MEDICAL
202207,SOLIHULL HEALTHCARE PARTNERSHIP
202207,CAVENDISH MEDICAL PRACTICE
202207,WALTON MEDICAL CENTRE
202207,TISBURY SURGERY
202207,CORNERSTONE PRACTICE
202207,HILLFIELDS - DR BANO
202207,CROWN HEIGHTS MEDICAL CENTRE
202207,COMMUNITY CARE (SW)
202207,HAILEY VIEW SURGERY
202207,"LODGE,HIGHFIELD & REDBOURN"
202207,LYTHAM ROAD SURGERY
202207,DUDDON VALLEY MEDICAL PRACTICE
202207,DR MK LAKHANI'S PRACTICE
202207,HALTWHISTLE MEDICAL GROUP
202207,FARNHAM MEDICAL CTR.
202207,WESTWOOD PRIMARY CARE CENTRE
202207,NEWTHORPE MEDICAL PRACTICE
202207,ELMSWOOD SURGERY
202207,BALDERTON SURGERY
202207,RUSHCLIFFE URGENT CARE SERVICE
202207,WEM AND PREES MEDICAL PRACTICE
202207,WOODSIDE MEDICAL PRACTICE
202207,HAZELDENE HOUSE SURGERY
202207,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE
202207,GROVE MEDICAL PRACTICE
202207,NEWHOLME SURGERY
202207,LITTLEFIELD SURGERY
202207,NORTHUMBERLAND PARK MEDICAL GROUP
202207,COMMUNITY SUBSTANCE MISUSE TEAM
202207,NEW HAYESBANK EYE CLINIC
202207,"ASHTON, LEIGH & WIGAN OOH"
202207,WYNDHAM HOUSE SURGERY
202207,QUEENS AVENUE SURGERY
202207,EAST BERKS PRIMARY CARE OOH(WAM)
202207,ASH GROVE
202207,THE MEDICAL CENTRE
202207,THE KEYS FAMILY PRACTICE
202207,DR FOWLER
202207,FRAMPTON SURGERY
202207,BRAESIDE SURGERY
202207,OAKLANDS HEALTH CENTRE
202207,SOUTH EAST HUB 2
202207,YOUR HEALTHCARE NON MED PRES
202207,DEANE CLINIC 1
202207,CARE HOMES MEDICAL PRACTICE
202207,ORCHARD MEDICAL PRACTICE
202207,NORWICH PRACTICES HEALTH CENTRE
202207,THORPEWOOD MEDICAL GROUP
202207,CHISWICK FAMILY PRACTICE
202207,THE HEALTH XCHANGE
202207,HUNGERFORD MEDICAL CENTRE
202207,STOKE GIFFORD MEDICAL CENTRE
202207,WOOD END HEALTH CENTRE
202207,THE GARDEN CITY SURGERY
202207,MARKET SQUARE SURGERY
202207,EXTENDED HOURS
202207,WEST ROAD MEDICAL CENTRE
202207,SAXON CROSS SURGERY
202207,AUDLEY HEALTH CENTRE
202207,MIDDLEPORT MEDICAL CENTRE
202207,BILLINGSHURST SURGERY
202207,THE CROFT SURGERY
202207,CAISTOR HEALTH CENTRE
202207,THE DEKEYSER GROUP PRACTICE
202207,DR IA GILKAR & PARTNERS
202207,PHOENIX HEALTH GROUP
202207,LOCKWOOD SURGERY
202207,SLADE GREEN MEDICAL CTR.
202207,ORIENT ROAD MEDICAL PRACTICE
202207,STAINES HEALTH GROUP
202207,HILLVIEW MEDICAL CENTRE
202207,ALEXANDRA & CRESTVIEW SURGERIES
202207,HESA MEDICAL CENTRE - Y00352
202207,STUBLEY MEDICAL CENTRE
202207,CHALFONT ROAD SURGERY
202207,THE WOODBERRY PRACTICE
202207,COTTERILS LANE SURGERY
202207,DR SN CLAY AND PARTNERS
202207,WESTMORELAND GP CENTRE
202207,CARFAX MEDICAL CENTRE
202207,SATIS HOUSE
202207,WINYATES HEALTH CENTRE
202207,GREAT WITLEY SURGERY
202207,SYDENHAM HOUSE SURGERY
202207,ST BEDE MEDICAL CENTRE
202207,BLACKHALL AND PETERLEE PRACTICE
202207,WEST CORNFORTH MEDICAL CENTRE
202207,BROWN CLEE MEDICAL CENTRE
202207,CARLTON STREET SURGERY
202207,ALREWAS
202207,MEDWAY ON CALL CARE OOH
202207,KNOWSLEY RECOVERY TEAM
202207,NORTHAM SURGERY
202207,BIDEFORD MEDICAL CENTRE
202207,HEAVITREE PRACTICE
202207,SAXONBURY HOUSE SURGERY
202207,LINCOLN ADDACTION
202207,AIRE VALLEY SURGERY
202207,JUBILEE HEALTH CENTRE
202207,ASHMORE PARK MEDICAL CENTRE
202207,BATLEY HEALTH CENTRE SURGERY
202207,BEDFORD HILL FAMILY PRACTICE
202207,COMMUNITY NURSE PRESCRIBERS
202207,BOLTON GENERAL PRACTICE
202207,DR MB GHAFOOR & PARTNERS
202207,HARFORD HEALTH CENTRE
202207,THE PRACTICE ALBERT ROAD
202207,MODERN MEDICAL CENTRE
202207,PELC REDBRIDGE OOH
202207,ASHBOURNE MEDICAL PRACTICE
202207,HIGHGATE GROUP PRACTICE
202207,NORTHBROOK HEALTH CENTRE
202207,FRANKLEY HEALTH CENTRE
202207,ENT CLINIC
202207,BIRMINGHAM WIC
202207,GREEN LANE MEDICAL CENTRE
202207,STOPSLEY VILLAGE PRACTICE
202207,STUDENT HEALTH SERVICE
202207,TEMPLE COWLEY HEALTH CENTRE
202207,AMERSHAM HEALTH CENTRE
202207,GP CONNECT EXTENDED HOURS SERVICE
202207,RIVERSIDE PARTNERSHIP
202207,BEWDLEY MEDICAL CENTRE
202207,WRAFTON HOUSE SURGERY
202207,PARKBURY HOUSE SURGERY
202207,COMMUNITY SERVICES
202207,WHITBURN SURGERY
202207,YARM MEDICAL PRACTICE
202207,DERWENTSIDE DERMATOLOGY
202207,FAIRFIELDS PRACTICE
202207,CGL BIRMINGHAM SOUTH
202207,NETHERTON SURGERY
202207,PARK ROAD MEDICAL PRACT
202207,NY HORIZONS SELBY
202207,EAST LANCS MEDICAL SERVICE OOH
202207,COMMUNITY NON MEDICAL PRESCRIBING
202207,EAST ALLIANCE NMPS (BLUEBIRD LODGE)
202207,SELBY MIU
202207,THE LIGHTHOUSE CENTRE - EPUT
202207,ADULT ADHD SERVICE NMP 1
202207,URGENT TREATMENT CENTRE PP
202207,IC24 LTD (HORSHAM & MID SUSSEX OOH)
202207,ADULT LD COMM SERVICES NW
202207,BLACKMORE VALE PARTNERSHIP
202207,WOODINGDEAN MEDICAL CENTRE
202207,ST LUKE'S SURGERY
202207,OUSE VALLEY PRACTICE
202207,BRADFORD DERMATOLOGY SERVICE
202207,WALSALL COMMUNITY NURSES
202207,YALDING
202207,OLD ROAD WEST SURGERY
202207,TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES
202207,THE FLOWERS HUB
202207,TRAFALGAR SURGERY
202207,BOLINGBROKE MEDICAL CENTRE (THMP)
202207,YOUR HEALTHCARE COMM. PRACT
202207,IC24 MID ESSEX OOH
202207,FARLEIGH HOSPICE
202207,INTEGRATED CARE 24 LTD (GYW OOH)
202207,ESSEX LODGE
202207,ST.GEORGES MEDICAL CENTRE
202207,WEST WIRRAL GROUP PRACTICE
202207,BUTE HOUSE MEDICAL CENTRE
202207,PORTISHEAD MEDICAL GROUP
202207,OLD MILL SURGERY
202207,FERNVILLE SURGERY
202207,BENNETTS END SURGERY
202207,WITTON MEDICAL CENTRE
202207,DR DAWOUD'S SURGERY
202207,DR R BAGHDJIAN SURGERY
202207,WAWN STREET SURGERY
202207,HILLSIDE PRACTICE
202207,THORNTREE SURGERY
202207,DAWLEY MEDICAL PRACTICE
202207,WILLOW BANK SURGERY
202207,BASFORD HOUSE PRIMARY CARE ACCESS HUB
202207,SAXMUNDHAM HEALTH CENTRE
202207,COMMUNITY HEART FAILURE TEAM
202207,TORBAY AND SOUTHERN DHCT
202207,WYRE FOREST WARD
202207,URGENT TREATMENT CENTRE QMH
202207,WILL ADAMS NHS TREATMENT CENTRE
202207,CROSS ROAD SURGERY
202207,GLEBE SURGERY
202207,ADUR MIAMI GP ACCESS HUB
202207,BEACON SURGERY
202207,THE GARDEN SURGERY
202207,DR NAMBISAN SURGERY
202207,IMPROVED ACCESS CENTRAL CLUSTER
202207,NORTH COTSWOLDS LOCALITY N. PRESCRIBER
202207,MATRIX MEDICAL PRACTICE
202207,CHURCH LANE HEALTH CENTRE
202207,HEALTH LOCALITY SERVICE
202207,HEATON NORRIS MEDICAL PRACTICE
202207,PENNYGATE MEDICAL CENTRE
202207,MEADOWVIEW SURGERY
202207,BRAITHWAITE RD SURGERY
202207,DR BK JAISWAL'S PRACTICE
202207,THE REDCLIFFE SURGERY
202207,THE HORN LANE SURGERY
202207,SHAH ZAMAN SURGERY
202207,THE WEAVER VALE SURGERY
202207,WADDESDON SURGERY
202207,PEAR TREE SURGERY
202207,LYNDHURST SURGERY
202207,NORTHUMBERLAND HOUSE SURGERY
202207,HAREWOOD MEDICAL PRACTICE
202207,THE CHORLEY SURGERY
202207,HUMBERSTONE MEDICAL CENTRE (IP JONES)
202207,SELSTON SURGERY
202207,THE HAYMARKET HEALTH CTR
202207,THURROCK HEALTH CENTRE
202207,ACE LTD OOH
202207,SALTDEAN AND ROTTINGDEAN MED PRACTICE
202207,HENFIELD MEDICAL CENTRE
202207,WOODHALL SPA NEW SURGERY
202207,CHURCH WALK SURGERY
202207,HORTON PARK MEDICAL PRACTICE
202207,IWADE HEALTH CENTRE
202207,BARNSLEY HOSPICE
202207,WOODVIEW MEDICAL CENTRE
202207,MOUNT PLEASANT MED CENTRE
202207,ALL SAINTS MEDICAL CENTRE PMS
202207,ELM LODGE SURGERY
202207,WELLING MEDICAL PRACTICE
202207,ST PAUL'S COTTAGE PRACTICE
202207,SPRING VIEW MEDICAL CENTRE
202207,SOUTH REDDISH MEDICAL CTR 2
202207,GLENDALE MEDICAL CENTRE
202207,MAIDA VALE MEDICAL CENTRE
202207,SOMERCOTES MEDICAL CENTRE
202207,EREWASH ELECTRONIC REFERRAL MODULE LE
202207,WEST HAMPSTEAD MEDICAL CENTRE
202207,SHENLEY GREEN SURGERY
202207,THE ST.CLEMENTS SURGERY
202207,THE NEW SERVICE OOH
202207,DR R KHANCHANDANI'S PRACTICE
202207,WELLS ROAD SURGERY
202207,WHITE HORSE MEDICAL PRACTICE
202207,BURMA HILL PRACTICE
202207,MEON MEDICAL CENTRE
202207,LAMBERT MEDICAL CENTRE
202207,GREAT HARWOOD SURGERY
202207,POPLAR HOUSE SURGERY
202207,NORTHUMBERLAND COMMUNITY SERVICE
202207,THE MANOR HOUSE SURGERY
202207,LEADGATE SURGERY
202207,STONYDELPH MEDICAL PRACTICE
202207,BALFOUR MEDICAL CENTRE
202207,HATTERSLEY GROUP PRACTICE
202207,RIVERSIDE SURGERY
202207,DINAS LANE MEDICAL CENTRE
202207,SOUTH TYNESIDE SUBSTANCE MISUSE SERVICE
202207,WEST HERTS RESPIRATORY SERVICE
202207,COMM ADULT MENTAL HEALTH (OPEN DOOR)
202207,RESPIRATORY SERVICE STOKE AND NORTH
202207,MORETONHAMPSTEAD HEALTH CENTRE
202207,PLECK HEALTH CENTRE
202207,GROVEHURST SURGERY
202207,GRAVESEND MEDICAL CENTRE
202207,DUNSVILLE MEDICAL CENTRE
202207,HATFIELD HEALTH CENTRE
202207,"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR"
202207,WOODLANDS PRACTICE
202207,AKERMAN MEDICAL PRACTICE
202207,THE ADDISCOMBE SURGERY
202207,HASLEMERE HEALTH CENTRE
202207,WESTERN ROAD MEDICAL CENTRE
202207,"DR CANISIUS & DR HASAN, PARKVIEW CFH&W"
202207,GILL MEDICAL PRACTICE
202207,MANDEVILLE MEDICAL CENTRE
202207,DOWSETT ROAD SURGERY
202207,PARLIAMENT HILL SURGERY
202207,SELLY OAK HEALTH CENTRE
202207,YARDLEY MEDICAL CENTRE
202207,KENMORE MEDICAL CENTRE
202207,SMITHDOWN CHILDRENS NHS WALK IN CENTRE
202207,STONY MEDICAL CENTRE
202207,ALCHESTER MEDICAL GROUP
202207,ALLESLEY VILLAGE SURGERY
202207,BULKINGTON SURGERY
202207,HEDGE END MEDICAL CENTRE
202207,WATERSHIP DOWN HEALTH
202207,PHL LYMINGTON EUPCS/UTC OOH
202207,CANTILUPE SURGERY
202207,COLWALL SURGERY
202207,STANMORE MEDICAL GROUP
202207,THE OLD LINKS SURGERY
202207,HUSBANDS BOSWORTH MEDICAL CENTRE
202207,BOWLING GREEN STREET SURGERY
202207,BROOKVALE PRACTICE
202207,SSCCG CONTINENCE & STOMA SERVICE
202207,DR KRISHNAN & PTNR - KENT ELMS HC
202207,AVENUE HOUSE
202207,TETBURY HOSPITAL TRUST LTD
202207,POWCH OPD & WARD
202207,CLIFTON PARK HOSPITAL
202207,THE GAINSBOROUGH PRACTICE
202207,THE AVENUE MEDICAL CENTRE
202207,B & A CCG EXTENDED HOURS SERVICE
202207,SHADWELL MEDICAL CENTRE
202207,ANCHOR MEDICAL PRACTICE
202207,ST JAMES MEDICAL PRACTICE1
202207,WESTON HOUSE PRACTICE
202207,THE NAYAR PRACTICE
202207,ELTHAM MEDICAL PRACTICE
202207,PARKSHOT MEDICAL RICHMOND
202207,QUEENSTOWN ROAD MEDICAL PRACTICE
202207,WELLFIELD HEALTH CENTRE
202207,COLLINGWOOD ROAD SURGERY
202207,THE FIRS
202207,UXENDON CRESCENT SURGERY
202207,HILLINGDON CNWL PRESCRIBERS
202207,BROOKLYN MEDICAL PRACTICE
202207,OVERDALE MEDICAL PRACTICE
202207,YARDLEY GREEN MEDICAL CENTRE
202207,HIGHGATE MEDICAL CENTRE
202207,WE ARE WITH YOU LIVERPOOL SOUTH
202207,WATER MEADOW SURGERY
202207,OLD FLETTON SURGERY
202207,BOTTISHAM MEDICAL PRACTICE
202207,RAME GROUP PRACTICE
202207,BRIDLINGTON URGENT TREATMENT CENTRE
202207,DE MONTFORT SURGERY
202207,HERRINGTON MEDICAL CENTRE
202207,SUNDERLAND EXTENDED ACCESS SERVICE
202207,THE DOVECOT SURGERY
202207,ALTRINCHAM MEDICAL PRACTICE
202207,COUNTESS MOUNTBATTEN HOSPICE
202207,CGL SERVICES
202207,WORKING AGE ADULTS - LECKHAMPTON LODGE
202207,ROTHERHAM BREATHING SPACE
202207,GOSSOPS GREEN MEDICAL CTR
202207,FOUNDRY HEALTHCARE LEWES
202207,HIGHBRIDGE MEDICAL CENTRE
202207,STUART ROAD
202207,WARRENGATE MEDICAL CENTRE
202207,DR SINHA & TAHIR
202207,BUCKLAND MEDICAL PRACTICE
202207,EASTCOURT LANE SURGERY
202207,DR MELLOR & PARTNERS
202207,THE MAYFLOWER MEDICAL PRACTICE
202207,MOUNT GROUP PRACTICE
202207,MEDICENTRE
202207,E HARLING & KENNINGHALL MEDICAL PRACTICE
202207,GRANVILLE MEDICAL CENTRE
202207,SPECIALIST CHILDRENS SERVICE
